a0007753,2007753,  7753 (1988 XB),7753, ,18.6, , , , , , , ,B, , , ,JPL 101,2456400.5,56400,20130418,J2000,0.481535745,1.467449712,0.760820221,3.124421997,73.49380887,280.0063044,287.4561849,2.174079203,0.554445972,2456531.34,20130826.84,649.2968082,1.777677777,0.00662482,2.578181199,4.475,1.08E-08,1.40E-09,1.58E-08,6.19E-06,2.81E-05,2.88E-05,2.72E-06,2.07E-09,7.92E-10,5.09E-06,9.28E-07,APO,Otto Matic,8981,12/05/1988,07/08/2013,738,5,6,0,0.60509
a0007822,2007822,  7822 (1991 CS),7822, ,17.4, , , , ,2.389, , ,S, , , ,JPL 64,2456400.5,56400,20130418,J2000,0.164636714,1.122725962,0.937884049,37.12084852,156.8760078,249.4556163,303.0386319,1.307567874,0.828501742,2456469.252,20130625.75,434.5193035,1.189649017,0.0226491,8.814350247,5.365,3.68E-08,2.46E-09,4.06E-08,1.48E-05,2.87E-06,1.52E-05,2.15E-05,2.87E-09,2.73E-09,2.61E-05,1.43E-06,APO,Otto Matic,7020,01/19/1991,04/09/2010,416,0,4,0,0.60593
a0008014,2008014,  8014 (1990 MF),8014, ,18.7, ,0.7, , , , , , , , , ,JPL 34,2456400.5,56400,20130418,J2000,0.455656545,1.746260667,0.950565565,1.864684497,210.414165,114.1549364,298.5576757,2.54195577,0.427110714,2456544.356,20130908.86,842.8727921,2.307659937,0.0171605,6.678351785,4.011,5.90E-08,4.68E-09,1.03E-07,2.24E-06,0.00027708,0.00027667,2.07E-05,6.81E-09,1.72E-09,4.84E-05,3.39E-06,APO,Otto Matic,8386,06/14/1990,05/30/2013,125,6,10,0,0.68775
a0008566,2008566,  8566 (1996 EN),8566, ,16.5, , , , , , , ,U, , , ,JPL 69,2456400.5,56400,20130418,J2000,0.430616534,1.506395347,0.857716604,37.96353319,164.1714592,125.0861126,11.13208852,2.15507409,0.533083973,2456379.618,20130328.12,675.3157444,1.848913742,0.0216988,8.444521996,4.22,4.91E-08,3.23E-09,7.37E-08,1.72E-05,8.60E-06,1.26E-05,7.96E-06,4.62E-09,1.71E-09,1.49E-05,2.17E-06,APO,Otto Matic,10228,04/08/1983,04/09/2011,563, , ,0,0.64313
a0009856,2009856,  9856 (1991 EE),9856, ,17.4, ,1, ,0.3,3.045, , , , , , ,JPL 62,2456400.5,56400,20130418,J2000,0.623993384,2.247163152,0.844948212,9.778343912,168.5469031,115.65873,162.4207039,3.649378092,0.292585074,2455845.377,20111010.88,1230.411366,3.368682727,0.0263595,10.25832662,3.328,3.35E-08,7.11E-09,7.71E-08,1.44E-05,2.08E-05,2.29E-05,1.29E-05,1.15E-08,1.39E-09,4.14E-05,5.84E-06,APO,Otto Matic,7321,03/13/1991,03/29/2011,223,3,1,0,0.61692
a0010115,2010115, 10115 (1992 SK),10115, ,17, , , , ,7.319, , ,S:, , , ,JPL 108,2456400.5,56400,20130418,J2000,0.32487816,1.248435634,0.842846162,15.32255552,8.949650506,233.613438,356.8995149,1.654025106,0.706569424,2456404.888,20130422.39,509.5040742,1.394946131,0.0461468,17.95895016,5.061,1.97E-08,9.88E-10,2.44E-08,6.56E-06,9.71E-06,1.18E-05,6.36E-06,1.31E-09,8.39E-10,9.00E-06,6.05E-07,APO,Otto Matic,21689,10/12/1953,02/28/2013,619,10,7,0,0.58529
a0011500,2011500, 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit,18.4, , , , ,73, , ,S, , , ,JPL 85,2456400.5,56400,20130418,J2000,0.355832139,1.079809536,0.695578599,10.30960662,234.4693036,289.4114005,234.2756395,1.464040472,0.878381816,2456543.632,20130908.13,409.84455,1.122093224,0.0339716,13.22072757,5.656,6.70E-08,1.05E-09,7.22E-08,7.04E-06,1.22E-05,1.45E-05,6.87E-06,1.42E-09,1.28E-09,7.92E-06,5.98E-07,APO,Otto Matic,7576,10/25/1989,07/23/2010,432,0,1,0,0.4929
a0012538,2012538, 12538 (1998 OH),12538, ,16.1, , , , , , , ,S:, , , ,JPL 105,2456400.5,56400,20130418,J2000,0.405897974,1.541561158,0.915844607,24.52463737,220.7680787,321.6838417,314.3489029,2.167277708,0.514947478,2456489.152,20130715.65,699.1004236,1.914032645,0.0284008,11.05273934,4.281,1.98E-07,2.56E-08,3.16E-07,1.34E-05,2.36E-05,4.07E-05,9.46E-05,3.59E-08,1.28E-08,0.0001858,1.74E-05,APO,Otto Matic,7789,10/10/1991,02/05/2013,469, , ,0,0.61355
a0012923,2012923, 12923 Zephyr (1999 GK4),12923,Zephyr,16.1, , , , ,3.891, , ,S:, , , ,JPL 145,2456400.5,56400,20130418,J2000,0.491435137,1.962127914,0.997869313,5.289294672,168.3557706,146.7527257,345.7957613,2.926386514,0.358602324,2456440.11,20130527.61,1003.897566,2.748521741,0.0224033,8.718692261,3.717,4.81E-08,5.84E-09,9.39E-08,6.14E-06,5.54E-05,5.59E-05,6.95E-06,8.71E-09,1.60E-09,1.95E-05,4.48E-06,APO,Otto Matic,20851,04/21/1955,05/22/2012,814, , ,0,0.60397
a0013651,2013651, 13651 (1997 BR),13651, ,17.6, , , , ,33.644, , ,S, , , ,JPL 33,2456400.5,56400,20130418,J2000,0.305837686,1.335477149,0.927037908,17.24643462,116.6993177,133.7758436,100.4421379,1.743916389,0.638630097,2456243.223,20121111.72,563.7065987,1.543344555,0.0141395,5.502669215,4.818,3.99E-08,5.98E-09,5.30E-08,9.48E-06,1.39E-05,1.53E-05,2.71E-05,7.81E-09,4.29E-09,4.14E-05,3.79E-06,APO,Otto Matic,11617,02/09/1980,11/30/2011,508,0,1,0,0.65835
